ShipmentID,OrderID,Carrier,TrackingNumber,ShipmentDateTime,EstimatedDeliveryDateTime,ActualDeliveryDateTime,ShipmentStatus,IsDelayed,ShippingMethod,ShippingCost
39726,40904,USPS,9400 7819 3822 4822,2026-08-31 01:20:45,2026-09-05 01:20:45,2026-09-05 01:20:45,Delivered,False,Standard,0.00
39727,40905,USPS,9400 2502 3484 2757,2025-11-14 06:27:44,2025-11-20 06:27:44,2025-11-20 06:27:44,Delivered,False,Standard,0.00
39728,40906,UPS,1Z2388606703959987,2026-04-17 01:47:30,2026-04-19 01:47:30,2026-04-18 01:47:30,Delivered,False,Two-Day,0.00
39729,40907,FedEx,48965 55588 59922,2026-06-30 14:23:48,2026-07-06 14:23:48,2026-07-05 14:23:48,Delivered,False,Standard,0.00
39730,40908,USPS,9400 4504 3822 4625,2026-07-20 16:29:33,2026-07-26 16:29:33,2026-07-25 16:29:33,Delivered,False,Standard,0.00
39731,40909,FedEx,83257 65683 89834,2024-01-25 07:51:59,2024-02-01 07:51:59,2024-01-31 07:51:59,Delivered,False,Standard,5.99
39732,40910,USPS,9400 6613 4153 5634,2024-01-28 14:21:56,2024-02-04 14:21:56,2024-02-04 14:21:56,Delivered,False,Standard,0.00
39733,40911,USPS,9400 3392 1054 8374,2024-01-31 12:07:51,2024-02-07 12:07:51,2024-02-07 12:07:51,Delivered,False,Standard,0.00
39734,40912,FedEx,74341 61918 12740,2024-02-15 15:15:06,2024-02-17 15:15:06,2024-02-17 15:15:06,Delivered,False,Two-Day,12.99
39735,40913,UPS,1Z7436897779545151,2024-03-10 21:39:02,2024-03-14 21:39:02,2024-03-13 21:39:02,Delivered,False,Standard,0.00
39736,40914,USPS,9400 2766 5533 9022,2024-03-13 02:49:01,2024-03-18 02:49:01,2024-03-18 02:49:01,Delivered,False,Standard,0.00
39737,40915,USPS,9400 1813 5651 2830,2024-04-01 14:06:02,2024-04-08 14:06:02,2024-04-08 14:06:02,Delivered,False,Standard,0.00
39738,40916,USPS,9400 8719 6954 9114,2024-05-21 23:28:33,2024-05-26 23:28:33,2024-05-26 23:28:33,Delivered,False,Standard,0.00
39739,40917,FedEx,62225 23279 74570,2024-06-01 07:28:47,2024-06-03 07:28:47,2024-06-02 07:28:47,Delivered,False,Two-Day,12.99
39740,40918,UPS,1Z9621999710439892,2024-06-09 10:46:18,2024-06-13 10:46:18,2024-06-13 10:46:18,Delivered,False,Standard,0.00
39741,40919,USPS,9400 2647 7055 7565,2024-06-11 20:36:15,2024-06-18 20:36:15,2024-06-17 20:36:15,Delivered,False,Standard,0.00
39742,40920,FedEx,60441 86796 99499,2024-06-18 04:42:32,2024-06-25 04:42:32,2024-06-25 04:42:32,Delivered,False,Standard,0.00
39743,40921,UPS,1Z7066162772470827,2024-06-27 12:45:45,2024-06-29 12:45:45,2024-06-28 12:45:45,Delivered,False,Two-Day,0.00
39744,40922,USPS,9400 7852 7083 8502,2024-07-02 07:23:22,2024-07-07 07:23:22,2024-07-06 07:23:22,Delivered,False,Standard,0.00
39745,40923,FedEx,64028 90361 27153,2024-07-09 02:57:06,2024-07-11 02:57:06,2024-07-11 02:57:06,Delivered,False,Two-Day,0.00
39746,40924,FedEx,84315 42017 05194,2024-07-13 02:08:32,2024-07-19 02:08:32,2024-07-18 02:08:32,Delivered,False,Standard,0.00
39747,40925,USPS,9400 7661 2506 6732,2024-08-04 09:24:04,2024-08-11 09:24:04,2024-08-10 09:24:04,Delivered,False,Standard,0.00
39748,40926,UPS,1Z9769592399689582,2024-08-16 19:26:26,2024-08-22 19:26:26,2024-08-22 19:26:26,Delivered,False,Standard,0.00
39749,40927,USPS,9400 8709 4930 1521,2024-08-25 10:51:36,2024-09-01 10:51:36,2024-08-31 10:51:36,Delivered,False,Standard,0.00
39750,40928,UPS,1Z1644009981648655,2024-10-17 11:11:33,2024-10-20 11:11:33,2024-10-20 11:11:33,Delivered,False,Standard,0.00
39751,40929,UPS,1Z5471363212177155,2024-10-26 01:05:14,2024-10-29 01:05:14,2024-10-29 01:05:14,Delivered,False,Standard,0.00
39752,40930,FedEx,14287 61992 30512,2024-10-31 03:07:28,2024-11-06 03:07:28,2024-11-05 03:07:28,Delivered,False,Standard,0.00
39753,40931,USPS,9400 3522 3488 3303,2024-12-03 02:24:53,2024-12-09 02:24:53,2024-12-09 02:24:53,Delivered,False,Standard,0.00
39754,40932,UPS,1Z8257491222452480,2024-12-26 05:18:19,2025-01-02 05:18:19,2025-01-01 05:18:19,Delivered,False,Standard,0.00
39755,40933,USPS,9400 4123 5817 5579,2025-01-05 05:33:14,2025-01-09 05:33:14,2025-01-09 05:33:14,Delivered,False,Standard,0.00
39756,40934,UPS,1Z6132898415415398,2025-01-08 04:15:25,2025-01-10 04:15:25,2025-01-10 04:15:25,Delivered,False,Two-Day,0.00
39757,40935,FedEx,89202 71076 64512,2025-02-03 12:38:35,2025-02-05 12:38:35,2025-02-05 12:38:35,Delivered,False,Two-Day,0.00
39758,40936,UPS,1Z6226255848192627,2025-02-18 17:11:51,2025-02-25 17:11:51,2025-02-24 17:11:51,Delivered,False,Standard,0.00
39759,40937,UPS,1Z5741700410997160,2025-02-25 19:03:41,2025-03-01 19:03:41,2025-03-02 19:03:41,Delivered,True,Standard,5.99
39760,40939,FedEx,33963 51253 15981,2025-03-14 19:26:39,2025-03-18 19:26:39,2025-03-18 19:26:39,Delivered,False,Standard,5.99
39761,40940,UPS,1Z2357307788537791,2025-03-17 21:17:30,2025-03-18 21:17:30,2025-03-18 21:17:30,Delivered,False,Next-Day,0.00
39762,40941,FedEx,61526 19163 71150,2025-03-19 05:57:11,2025-03-21 05:57:11,2025-03-20 05:57:11,Delivered,False,Two-Day,12.99
39763,40942,FedEx,99112 96145 19892,2025-05-25 17:53:50,2025-05-26 17:53:50,2025-05-26 17:53:50,Delivered,False,Next-Day,0.00
39764,40943,FedEx,61696 94738 23404,2025-05-28 05:56:31,2025-05-30 05:56:31,2025-06-02 05:56:31,Delivered,True,Two-Day,0.00
39765,40944,FedEx,45617 98928 96194,2025-07-02 10:05:41,2025-07-05 10:05:41,2025-07-05 10:05:41,Delivered,False,Standard,0.00
39766,40945,UPS,1Z5862865168139665,2025-07-06 14:40:43,2025-07-12 14:40:43,2025-07-11 14:40:43,Delivered,False,Standard,5.99
39767,40946,UPS,1Z9774098239377114,2025-07-13 21:45:27,2025-07-15 21:45:27,2025-07-14 21:45:27,Delivered,False,Two-Day,0.00
39768,40947,USPS,9400 5543 4036 6917,2025-07-20 14:22:54,2025-07-23 14:22:54,2025-07-23 14:22:54,Delivered,False,Standard,0.00
39769,40948,USPS,9400 8213 9917 4914,2025-09-03 07:51:09,2025-09-07 07:51:09,2025-09-06 07:51:09,Delivered,False,Standard,0.00
39770,40949,UPS,1Z9608040929712222,2025-09-17 00:06:43,2025-09-24 00:06:43,2025-09-23 00:06:43,Delivered,False,Standard,0.00
39771,40951,USPS,9400 4331 6035 1425,2025-09-27 11:09:35,2025-10-01 11:09:35,2025-09-30 11:09:35,Delivered,False,Standard,0.00
39772,40952,FedEx,97629 08424 73538,2025-10-08 12:22:49,2025-10-09 12:22:49,2025-10-09 12:22:49,Delivered,False,Next-Day,0.00
39773,40953,FedEx,29228 88204 08550,2025-10-28 11:55:31,2025-11-02 11:55:31,2025-11-02 11:55:31,Delivered,False,Standard,0.00
39774,40954,USPS,9400 2100 7830 4158,2025-11-14 21:46:48,2025-11-19 21:46:48,2025-11-19 21:46:48,Delivered,False,Standard,5.99
39775,40955,UPS,1Z7209113460337196,2025-11-28 00:13:09,2025-12-01 00:13:09,2025-11-30 00:13:09,Delivered,False,Standard,0.00
39776,40956,UPS,1Z3487508718500215,2025-12-05 07:28:16,2025-12-12 07:28:16,2025-12-11 07:28:16,Delivered,False,Standard,5.99
39777,40957,UPS,1Z4842040574686827,2025-12-07 23:53:39,2025-12-11 23:53:39,2025-12-10 23:53:39,Delivered,False,Standard,0.00
39778,40958,USPS,9400 3920 5620 4036,2025-12-08 17:36:00,2025-12-11 17:36:00,2025-12-11 17:36:00,Delivered,False,Standard,5.99
39779,40959,USPS,9400 1556 3402 2583,2025-12-09 05:16:27,2025-12-15 05:16:27,2025-12-15 05:16:27,Delivered,False,Standard,0.00
39780,40960,FedEx,39577 11133 79728,2025-12-26 23:14:27,2026-01-02 23:14:27,2026-01-02 23:14:27,Delivered,False,Standard,0.00
39781,40961,USPS,9400 6649 3116 8969,2026-01-03 12:02:25,2026-01-10 12:02:25,2026-01-10 12:02:25,Delivered,False,Standard,5.99
39782,40962,UPS,1Z7031740464179337,2026-01-21 15:48:34,2026-01-24 15:48:34,2026-01-24 15:48:34,Delivered,False,Standard,0.00
39783,40963,FedEx,57727 34617 83378,2026-01-27 22:24:34,2026-02-01 22:24:34,2026-01-31 22:24:34,Delivered,False,Standard,0.00
39784,40964,USPS,9400 4044 6096 5969,2026-01-30 06:03:14,2026-02-06 06:03:14,2026-02-06 06:03:14,Delivered,False,Standard,0.00
39785,40965,FedEx,63522 04489 64350,2026-01-31 15:44:30,2026-02-01 15:44:30,2026-02-01 15:44:30,Delivered,False,Next-Day,0.00
39786,40966,UPS,1Z7132159157667790,2026-03-03 13:00:45,2026-03-05 13:00:45,2026-03-05 13:00:45,Delivered,False,Two-Day,0.00
39787,40967,UPS,1Z4298522183918303,2026-03-05 07:12:10,2026-03-07 07:12:10,2026-03-06 07:12:10,Delivered,False,Two-Day,0.00
39788,40968,USPS,9400 3075 5710 4664,2026-03-12 10:22:16,2026-03-16 10:22:16,2026-03-15 10:22:16,Delivered,False,Standard,0.00
39789,40969,USPS,9400 2740 1025 6941,2026-03-12 12:50:04,2026-03-15 12:50:04,2026-03-15 12:50:04,Delivered,False,Standard,0.00
39790,40970,USPS,9400 3186 2880 8861,2026-03-31 04:43:48,2026-04-05 04:43:48,2026-04-04 04:43:48,Delivered,False,Standard,0.00
39791,40971,UPS,1Z4078913343262289,2026-04-22 17:21:34,2026-04-26 17:21:34,2026-04-26 17:21:34,Delivered,False,Standard,5.99
39792,40972,FedEx,74643 78435 30789,2026-04-23 13:36:18,2026-04-30 13:36:18,2026-04-30 13:36:18,Delivered,False,Standard,0.00
39793,40973,UPS,1Z4291255088676083,2026-04-29 15:07:36,2026-05-06 15:07:36,2026-05-06 15:07:36,Delivered,False,Standard,0.00
39794,40974,USPS,9400 9676 3158 8792,2026-05-08 12:03:49,2026-05-15 12:03:49,2026-05-14 12:03:49,Delivered,False,Standard,0.00
39795,40975,FedEx,77078 17897 87652,2026-05-14 22:53:38,2026-05-19 22:53:38,2026-05-18 22:53:38,Delivered,False,Standard,0.00
39796,40976,FedEx,66080 73745 76618,2026-05-22 01:48:24,2026-05-23 01:48:24,2026-05-23 01:48:24,Delivered,False,Next-Day,24.99
39797,40977,FedEx,84191 78215 33559,2026-06-01 06:31:39,2026-06-03 06:31:39,2026-06-03 06:31:39,Delivered,False,Two-Day,12.99
39798,40978,FedEx,50931 12958 55590,2026-06-01 10:18:52,2026-06-05 10:18:52,2026-06-04 10:18:52,Delivered,False,Standard,0.00
39799,40979,UPS,1Z7647855644146622,2026-06-15 13:49:17,2026-06-22 13:49:17,2026-06-23 13:49:17,Delivered,True,Standard,0.00
39800,40980,UPS,1Z3966527238955824,2026-06-29 17:49:04,2026-07-01 17:49:04,2026-07-01 17:49:04,Delivered,False,Two-Day,12.99
39801,40981,USPS,9400 6013 4719 3460,2026-07-04 05:30:51,2026-07-09 05:30:51,2026-07-08 05:30:51,Delivered,False,Standard,0.00
39802,40982,FedEx,90300 04289 50599,2026-07-08 03:05:43,2026-07-13 03:05:43,2026-07-13 03:05:43,Delivered,False,Standard,5.99
39803,40983,FedEx,61081 46447 16066,2026-07-10 16:01:45,2026-07-12 16:01:45,2026-07-11 16:01:45,Delivered,False,Two-Day,0.00
39804,40984,UPS,1Z8043528544226559,2026-07-20 03:48:06,2026-07-23 03:48:06,2026-07-22 03:48:06,Delivered,False,Standard,0.00
39805,40985,USPS,9400 2168 7139 9703,2026-07-29 12:02:31,2026-08-01 12:02:31,2026-08-01 12:02:31,Delivered,False,Standard,0.00
39806,40986,USPS,9400 1237 9891 3387,2026-08-09 08:47:29,2026-08-15 08:47:29,2026-08-14 08:47:29,Delivered,False,Standard,0.00
39807,40987,UPS,1Z5185627111613009,2026-08-08 01:53:13,2026-08-10 01:53:13,2026-08-09 01:53:13,Delivered,False,Two-Day,12.99
39808,40988,FedEx,50263 75170 68079,2026-08-08 13:14:28,2026-08-11 13:14:28,2026-08-10 13:14:28,Delivered,False,Standard,5.99
39809,40989,UPS,1Z7392821011260255,2026-08-16 17:14:52,2026-08-20 17:14:52,2026-08-19 17:14:52,Delivered,False,Standard,0.00
39810,40990,FedEx,83094 39595 02798,2026-02-11 05:06:53,2026-02-13 05:06:53,2026-02-12 05:06:53,Delivered,False,Two-Day,0.00
39811,40991,UPS,1Z5326881843574125,2026-03-17 15:02:48,2026-03-23 15:02:48,2026-03-22 15:02:48,Delivered,False,Standard,5.99
39812,40992,UPS,1Z8736567084415619,2026-03-17 04:01:27,2026-03-19 04:01:27,2026-03-19 04:01:27,Delivered,False,Two-Day,0.00
39813,40993,FedEx,59305 74137 84860,2026-04-01 07:59:40,2026-04-04 07:59:40,2026-04-04 07:59:40,Delivered,False,Standard,0.00
39814,40994,USPS,9400 9982 9677 8402,2026-05-11 13:34:12,2026-05-15 13:34:12,2026-05-14 13:34:12,Delivered,False,Standard,0.00
39815,40995,USPS,9400 8411 6960 1629,2026-05-18 11:19:23,2026-05-22 11:19:23,2026-05-22 11:19:23,Delivered,False,Standard,5.99
39816,40997,UPS,1Z8134628608029561,2026-06-03 11:04:08,2026-06-05 11:04:08,2026-06-05 11:04:08,Delivered,False,Two-Day,0.00
39817,40998,FedEx,30679 71129 80940,2026-06-06 10:42:06,2026-06-13 10:42:06,2026-06-12 10:42:06,Delivered,False,Standard,0.00
39818,40999,UPS,1Z5065042212183394,2026-06-26 07:28:47,2026-07-02 07:28:47,2026-07-02 07:28:47,Delivered,False,Standard,0.00
39819,41000,UPS,1Z4383639089874719,2026-07-20 14:01:41,2026-07-23 14:01:41,2026-07-23 14:01:41,Delivered,False,Standard,0.00
39820,41001,FedEx,84047 86793 36216,2026-07-28 17:22:02,2026-07-30 17:22:02,2026-07-30 17:22:02,Delivered,False,Two-Day,0.00
39821,41002,FedEx,68683 49901 89438,2026-08-03 03:05:13,2026-08-05 03:05:13,2026-08-05 03:05:13,Delivered,False,Two-Day,12.99
39822,41003,FedEx,72892 07870 29682,2025-07-28 03:45:30,2025-07-31 03:45:30,2025-07-30 03:45:30,Delivered,False,Standard,0.00
39823,41004,UPS,1Z3075000775056248,2025-08-24 16:57:47,2025-08-29 16:57:47,2025-08-28 16:57:47,Delivered,False,Standard,0.00
39824,41005,UPS,1Z8492336437318438,2025-09-17 08:04:23,2025-09-24 08:04:23,2025-09-24 08:04:23,Delivered,False,Standard,0.00
39825,41006,FedEx,33580 32090 52864,2025-11-04 19:47:04,2025-11-10 19:47:04,2025-11-10 19:47:04,Delivered,False,Standard,5.99
39826,41007,UPS,1Z3864734349694002,2025-11-17 05:05:01,2025-11-24 05:05:01,2025-11-23 05:05:01,Delivered,False,Standard,5.99
39827,41008,FedEx,96152 85399 13589,2025-12-09 12:38:29,2025-12-15 12:38:29,2025-12-14 12:38:29,Delivered,False,Standard,0.00
39828,41009,FedEx,66410 57261 90004,2025-12-22 17:05:06,2025-12-27 17:05:06,2025-12-27 17:05:06,Delivered,False,Standard,0.00
39829,41010,UPS,1Z7417149053835504,2025-12-21 11:54:32,2025-12-24 11:54:32,2025-12-23 11:54:32,Delivered,False,Standard,0.00
39830,41011,USPS,9400 2410 6242 3065,2026-02-03 23:39:47,2026-02-06 23:39:47,2026-02-06 23:39:47,Delivered,False,Standard,0.00
39831,41012,UPS,1Z9383467888907952,2026-02-08 18:53:29,2026-02-15 18:53:29,2026-02-14 18:53:29,Delivered,False,Standard,5.99
39832,41013,UPS,1Z3916771405996569,2026-02-14 05:37:32,2026-02-18 05:37:32,2026-02-18 05:37:32,Delivered,False,Standard,0.00
39833,41014,FedEx,61529 33303 25253,2026-02-16 07:51:25,2026-02-18 07:51:25,2026-02-18 07:51:25,Delivered,False,Two-Day,0.00
39834,41015,USPS,9400 1959 7687 3765,2026-03-31 09:22:00,2026-04-05 09:22:00,2026-04-05 09:22:00,Delivered,False,Standard,0.00
39835,41016,FedEx,83484 80005 78790,2026-05-10 19:01:56,2026-05-12 19:01:56,2026-05-12 19:01:56,Delivered,False,Two-Day,12.99
39836,41017,USPS,9400 3073 9946 2105,2026-06-15 11:44:12,2026-06-18 11:44:12,2026-06-17 11:44:12,Delivered,False,Standard,5.99
39837,41018,USPS,9400 6381 3778 1387,2026-07-09 16:59:29,2026-07-16 16:59:29,2026-07-15 16:59:29,Delivered,False,Standard,0.00
39838,41019,FedEx,15725 12853 16811,2026-08-10 09:21:02,2026-08-15 09:21:02,2026-08-15 09:21:02,Delivered,False,Standard,0.00
39839,41020,USPS,9400 2713 3493 9491,2026-08-23 15:49:35,2026-08-30 15:49:35,2026-08-29 15:49:35,Delivered,False,Standard,0.00
39840,41021,UPS,1Z3255877296479794,2025-11-28 19:42:15,2025-12-01 19:42:15,2025-11-30 19:42:15,Delivered,False,Standard,0.00
39841,41022,FedEx,91158 28691 83326,2026-01-02 09:16:11,2026-01-08 09:16:11,2026-01-08 09:16:11,Delivered,False,Standard,0.00
39842,41024,UPS,1Z3956487518197493,2026-05-11 16:18:49,2026-05-13 16:18:49,2026-05-13 16:18:49,Delivered,False,Two-Day,0.00
39843,41025,USPS,9400 2543 6486 1975,2025-10-18 08:35:31,2025-10-21 08:35:31,2025-10-21 08:35:31,Delivered,False,Standard,5.99
39844,41026,USPS,9400 9721 4396 3544,2025-11-11 01:14:20,2025-11-16 01:14:20,2025-11-15 01:14:20,Delivered,False,Standard,5.99
39845,41027,USPS,9400 7833 7614 6294,2026-02-04 11:42:20,2026-02-10 11:42:20,2026-02-10 11:42:20,Delivered,False,Standard,0.00
39846,41028,USPS,9400 3712 5246 2210,2026-03-27 03:19:36,2026-03-30 03:19:36,2026-03-30 03:19:36,Delivered,False,Standard,5.99
39847,41029,USPS,9400 6582 6282 6567,2026-04-02 01:27:24,2026-04-07 01:27:24,2026-04-06 01:27:24,Delivered,False,Standard,0.00
39848,41030,UPS,1Z7442042961336171,2026-04-16 08:31:52,2026-04-19 08:31:52,2026-04-19 08:31:52,Delivered,False,Standard,0.00
39849,41031,UPS,1Z3524701574551726,2026-05-24 19:27:08,2026-05-26 19:27:08,2026-05-25 19:27:08,Delivered,False,Two-Day,0.00
39850,41032,FedEx,15084 92596 54696,2026-07-05 01:50:54,2026-07-08 01:50:54,2026-07-07 01:50:54,Delivered,False,Standard,5.99
39851,41033,USPS,9400 5434 1522 4110,2026-07-23 02:51:34,2026-07-29 02:51:34,2026-07-29 02:51:34,Delivered,False,Standard,0.00
39852,41034,UPS,1Z5987951743707919,2026-01-01 02:55:39,2026-01-06 02:55:39,2026-01-05 02:55:39,Delivered,False,Standard,0.00
39853,41036,USPS,9400 6483 4430 9051,2026-03-05 11:59:21,2026-03-10 11:59:21,2026-03-10 11:59:21,Delivered,False,Standard,5.99
39854,41037,UPS,1Z1295596834605084,2026-03-12 09:34:32,2026-03-15 09:34:32,2026-03-15 09:34:32,Delivered,False,Standard,0.00
39855,41038,UPS,1Z3761893530373502,2026-03-25 04:32:18,2026-03-31 04:32:18,2026-03-31 04:32:18,Delivered,False,Standard,5.99
39856,41039,UPS,1Z1921934027905688,2026-04-05 07:54:54,2026-04-10 07:54:54,2026-04-09 07:54:54,Delivered,False,Standard,0.00
39857,41040,FedEx,73987 24624 24165,2026-04-21 04:46:37,2026-04-28 04:46:37,2026-04-27 04:46:37,Delivered,False,Standard,0.00
39858,41041,UPS,1Z9246035670488408,2026-04-25 21:27:01,2026-04-30 21:27:01,2026-04-29 21:27:01,Delivered,False,Standard,0.00
39859,41042,UPS,1Z3229832581096014,2026-05-13 17:55:55,2026-05-19 17:55:55,2026-05-19 17:55:55,Delivered,False,Standard,0.00
39860,41043,UPS,1Z5704862290644772,2026-06-06 19:20:06,2026-06-12 19:20:06,2026-06-11 19:20:06,Delivered,False,Standard,5.99
39861,41044,FedEx,46828 48621 00542,2026-07-01 17:42:47,2026-07-04 17:42:47,2026-07-03 17:42:47,Delivered,False,Standard,0.00
39862,41045,USPS,9400 2398 4134 3218,2026-07-06 11:25:35,2026-07-11 11:25:35,2026-07-10 11:25:35,Delivered,False,Standard,0.00
39863,41046,USPS,9400 1169 2859 6145,2026-08-08 01:26:31,2026-08-15 01:26:31,2026-08-14 01:26:31,Delivered,False,Standard,0.00
39864,41047,USPS,9400 7478 6284 4981,2026-08-11 12:46:40,2026-08-16 12:46:40,2026-08-15 12:46:40,Delivered,False,Standard,0.00
39865,41048,USPS,9400 1537 6410 7281,2026-08-14 16:43:06,2026-08-19 16:43:06,2026-08-18 16:43:06,Delivered,False,Standard,5.99
39866,41049,UPS,1Z9172912258503868,2026-09-05 00:49:23,2026-09-10 00:49:23,,In Transit,False,Standard,0.00
39867,41050,UPS,1Z4638424958913633,2026-06-12 23:03:36,2026-06-19 23:03:36,2026-06-18 23:03:36,Delivered,False,Standard,5.99
39868,41051,FedEx,24765 00626 72922,2026-08-15 09:32:08,2026-08-19 09:32:08,2026-08-19 09:32:08,Delivered,False,Standard,0.00
39869,41052,FedEx,37081 17313 17582,2023-10-24 05:07:03,2023-10-29 05:07:03,2023-10-28 05:07:03,Delivered,False,Standard,5.99
39870,41053,USPS,9400 6387 2693 3583,2024-03-08 23:11:44,2024-03-13 23:11:44,2024-03-13 23:11:44,Delivered,False,Standard,0.00
39871,41054,UPS,1Z3027617597786949,2024-08-02 15:46:13,2024-08-08 15:46:13,2024-08-08 15:46:13,Delivered,False,Standard,0.00
39872,41055,FedEx,80090 55083 76490,2024-10-22 12:40:40,2024-10-24 12:40:40,2024-10-23 12:40:40,Delivered,False,Two-Day,0.00
39873,41056,UPS,1Z6458663677567816,2025-05-10 23:51:35,2025-05-16 23:51:35,2025-05-15 23:51:35,Delivered,False,Standard,5.99
39874,41057,UPS,1Z8412062136664745,2026-03-28 00:53:31,2026-04-04 00:53:31,2026-04-03 00:53:31,Delivered,False,Standard,0.00
39875,41058,USPS,9400 1466 7831 3666,2026-05-06 22:38:03,2026-05-13 22:38:03,2026-05-12 22:38:03,Delivered,False,Standard,0.00
39876,41059,FedEx,10320 86598 16444,2026-06-08 11:08:32,2026-06-13 11:08:32,2026-06-12 11:08:32,Delivered,False,Standard,5.99
39877,41060,FedEx,21356 64983 65086,2023-10-14 21:56:57,2023-10-16 21:56:57,2023-10-16 21:56:57,Delivered,False,Two-Day,0.00
39878,41061,FedEx,68916 30414 81578,2024-05-24 10:47:50,2024-05-30 10:47:50,2024-05-29 10:47:50,Delivered,False,Standard,0.00
39879,41062,USPS,9400 2810 2863 7830,2024-08-14 19:31:12,2024-08-20 19:31:12,2024-08-20 19:31:12,Delivered,False,Standard,0.00
39880,41063,USPS,9400 9186 3333 8854,2025-05-23 22:23:52,2025-05-29 22:23:52,2025-05-28 22:23:52,Delivered,False,Standard,0.00
39881,41064,FedEx,63062 99968 01443,2025-12-04 14:23:50,2025-12-07 14:23:50,2025-12-06 14:23:50,Delivered,False,Standard,5.99
39882,41065,USPS,9400 8629 3511 5951,2026-01-30 12:56:20,2026-02-04 12:56:20,2026-02-03 12:56:20,Delivered,False,Standard,5.99
39883,41066,UPS,1Z3279009271832763,2024-08-24 17:15:40,2024-08-28 17:15:40,2024-08-27 17:15:40,Delivered,False,Standard,0.00
39884,41067,FedEx,74090 45685 21174,2025-04-21 06:44:20,2025-04-28 06:44:20,2025-04-27 06:44:20,Delivered,False,Standard,5.99
39885,41068,UPS,1Z1763043670893883,2025-08-23 14:20:18,2025-08-24 14:20:18,2025-08-23 14:20:18,Delivered,False,Next-Day,0.00
39886,41069,USPS,9400 5840 5744 7819,2025-09-06 05:36:43,2025-09-13 05:36:43,2025-09-12 05:36:43,Delivered,False,Standard,5.99
39887,41070,UPS,1Z8261271009336116,2026-05-29 18:28:41,2026-06-05 18:28:41,2026-06-05 18:28:41,Delivered,False,Standard,0.00
39888,41071,USPS,9400 6245 1685 3676,2024-04-13 05:13:53,2024-04-16 05:13:53,2024-04-16 05:13:53,Delivered,False,Standard,0.00
39889,41072,UPS,1Z7545233545669250,2024-04-24 00:51:22,2024-04-27 00:51:22,2024-04-26 00:51:22,Delivered,False,Standard,5.99
39890,41073,FedEx,92604 62782 85782,2024-06-08 23:42:25,2024-06-09 23:42:25,2024-06-08 23:42:25,Delivered,False,Next-Day,24.99
39891,41074,FedEx,86332 30501 65021,2024-09-10 01:33:21,2024-09-11 01:33:21,2024-09-11 01:33:21,Delivered,False,Next-Day,24.99
39892,41075,FedEx,76022 06257 39342,2024-09-13 18:23:35,2024-09-16 18:23:35,2024-09-16 18:23:35,Delivered,False,Standard,0.00
39893,41076,USPS,9400 9646 2899 9682,2024-09-29 23:57:34,2024-10-06 23:57:34,2024-10-05 23:57:34,Delivered,False,Standard,0.00
39894,41077,USPS,9400 5470 1909 1526,2024-10-04 23:03:32,2024-10-09 23:03:32,2024-10-08 23:03:32,Delivered,False,Standard,0.00
39895,41078,FedEx,89564 66429 01712,2024-10-09 21:28:35,2024-10-15 21:28:35,2024-10-15 21:28:35,Delivered,False,Standard,0.00
39896,41079,UPS,1Z3946152042305862,2024-11-17 13:19:52,2024-11-23 13:19:52,2024-11-22 13:19:52,Delivered,False,Standard,0.00
39897,41080,UPS,1Z2661015121965873,2024-11-17 11:12:34,2024-11-21 11:12:34,2024-11-21 11:12:34,Delivered,False,Standard,0.00
39898,41081,UPS,1Z5746235694706539,2025-01-12 11:44:33,2025-01-17 11:44:33,2025-01-17 11:44:33,Delivered,False,Standard,0.00
39899,41082,UPS,1Z2177032871235726,2025-02-11 10:10:06,2025-02-14 10:10:06,2025-02-13 10:10:06,Delivered,False,Standard,5.99
39900,41084,USPS,9400 9074 7062 5425,2025-05-22 15:01:09,2025-05-27 15:01:09,2025-05-26 15:01:09,Delivered,False,Standard,0.00
39901,41085,USPS,9400 2735 1462 4787,2025-06-24 08:04:06,2025-07-01 08:04:06,2025-06-30 08:04:06,Delivered,False,Standard,0.00
39902,41086,FedEx,65608 70976 59735,2025-08-19 03:50:06,2025-08-26 03:50:06,2025-08-25 03:50:06,Delivered,False,Standard,0.00
39903,41087,USPS,9400 6916 8260 6686,2025-10-05 14:27:31,2025-10-12 14:27:31,2025-10-11 14:27:31,Delivered,False,Standard,0.00
39904,41088,USPS,9400 4199 4765 4850,2025-10-22 04:41:06,2025-10-28 04:41:06,2025-10-27 04:41:06,Delivered,False,Standard,0.00
39905,41089,USPS,9400 1880 1995 3235,2025-10-29 11:24:17,2025-11-03 11:24:17,2025-11-03 11:24:17,Delivered,False,Standard,0.00
39906,41090,UPS,1Z7112287579941730,2025-12-09 05:23:51,2025-12-12 05:23:51,2025-12-12 05:23:51,Delivered,False,Standard,0.00
39907,41091,UPS,1Z3093584970886392,2025-12-14 18:40:40,2025-12-21 18:40:40,2025-12-20 18:40:40,Delivered,False,Standard,5.99
39908,41092,FedEx,46454 65551 54610,2025-12-16 00:50:51,2025-12-18 00:50:51,2025-12-18 00:50:51,Delivered,False,Two-Day,12.99
39909,41093,UPS,1Z2430975392658318,2026-02-07 06:38:07,2026-02-12 06:38:07,2026-02-11 06:38:07,Delivered,False,Standard,0.00
39910,41094,UPS,1Z4542025579162603,2026-02-18 19:34:10,2026-02-23 19:34:10,2026-02-22 19:34:10,Delivered,False,Standard,0.00
