OrderID,CustomerID,OrderDateTime,Subtotal,DiscountRate,DiscountAmount,ShippingMethod,Shipping,Tax,Total
31428,2119,2024-11-13 10:15:27,439.53,0.10,43.95,Standard,0.00,27.69,423.27
31429,2119,2024-11-15 20:15:58,127.09,0.10,12.71,Two-Day,12.99,8.92,136.29
31430,2119,2024-11-30 00:35:09,792.30,0.15,118.85,Standard,0.00,47.14,720.59
31431,2119,2024-12-23 10:28:04,230.88,0.10,23.09,Standard,0.00,14.55,222.34
31432,2119,2025-01-09 14:03:27,424.34,0.10,42.43,Standard,0.00,26.73,408.64
31433,2119,2025-01-12 01:58:32,313.35,0.10,31.34,Standard,0.00,19.74,301.75
31434,2119,2025-02-01 15:16:52,207.51,0.05,10.38,Standard,0.00,13.80,210.93
31435,2119,2025-02-24 16:55:31,44.40,0.00,0.00,Standard,5.99,3.53,53.92
31436,2119,2025-03-04 13:04:14,18.00,0.00,0.00,Two-Day,12.99,2.17,33.16
31437,2119,2025-03-15 18:50:01,193.40,0.05,9.67,Standard,0.00,12.86,196.59
31438,2119,2025-03-16 22:23:01,139.18,0.05,6.96,Standard,0.00,9.26,141.48
31439,2119,2025-03-22 20:03:36,477.34,0.10,47.73,Standard,0.00,30.07,459.68
31440,2119,2025-03-27 15:08:34,154.88,0.05,7.74,Standard,0.00,10.30,157.44
31441,2119,2025-04-19 19:38:43,464.94,0.10,46.49,Standard,0.00,29.29,447.74
31442,2119,2025-05-04 06:29:34,119.30,0.05,5.97,Standard,5.99,8.35,127.67
31443,2119,2025-05-17 16:57:37,318.13,0.10,31.81,Next-Day,0.00,20.04,306.36
31444,2119,2025-05-30 19:03:17,624.39,0.15,93.66,Standard,0.00,37.15,567.88
31445,2119,2025-05-31 20:40:08,332.79,0.10,33.28,Standard,0.00,20.97,320.48
31446,2119,2025-06-02 19:30:40,252.10,0.10,25.21,Standard,0.00,15.88,242.77
31447,2119,2025-06-13 18:04:26,229.64,0.05,11.48,Standard,0.00,15.27,233.43
31448,2119,2025-06-16 12:31:23,190.36,0.10,19.04,Standard,0.00,11.99,183.31
31449,2119,2025-06-27 07:00:00,298.48,0.10,29.85,Standard,0.00,18.80,287.43
31450,2119,2025-07-06 20:20:56,176.80,0.05,8.84,Standard,0.00,11.76,179.72
31451,2119,2025-08-03 08:29:44,148.90,0.05,7.45,Standard,0.00,9.90,151.35
31452,2119,2025-08-05 21:10:42,146.80,0.05,7.34,Standard,0.00,9.76,149.22
31453,2119,2025-08-28 17:27:26,800.19,0.15,120.03,Standard,0.00,47.61,727.77
31454,2119,2025-08-30 14:34:27,669.94,0.15,100.49,Standard,0.00,39.86,609.31
31455,2119,2025-10-02 09:06:51,160.94,0.10,16.09,Standard,0.00,10.14,154.99
31456,2119,2025-10-11 16:17:27,300.69,0.10,30.07,Standard,0.00,18.94,289.56
31457,2119,2025-10-22 12:55:41,257.70,0.10,25.77,Next-Day,0.00,16.24,248.17
31458,2119,2025-11-04 19:49:03,96.75,0.00,0.00,Standard,5.99,7.19,109.93
31459,2119,2025-11-21 18:30:35,154.16,0.05,7.71,Standard,0.00,10.25,156.70
31460,2119,2025-11-23 14:06:36,165.29,0.05,8.26,Standard,0.00,10.99,168.02
31461,2119,2025-12-10 15:02:04,183.55,0.10,18.36,Standard,0.00,11.56,176.75
31462,2119,2025-12-28 19:41:34,122.21,0.05,6.11,Standard,5.99,8.55,130.64
31463,2119,2026-01-20 08:05:01,154.88,0.05,7.74,Standard,0.00,10.30,157.44
31464,2119,2026-01-28 17:28:07,605.59,0.15,90.84,Standard,0.00,36.03,550.78
31465,2119,2026-02-12 19:13:52,433.92,0.10,43.39,Standard,0.00,27.34,417.87
31466,2119,2026-02-13 10:06:56,167.02,0.10,16.70,Standard,0.00,10.52,160.84
31467,2119,2026-03-12 18:43:14,236.23,0.10,23.62,Standard,0.00,14.88,227.49
31468,2119,2026-03-13 21:40:03,156.79,0.05,7.84,Next-Day,0.00,10.43,159.38
31469,2119,2026-03-24 14:58:25,293.69,0.10,29.37,Standard,0.00,18.50,282.82
31470,2119,2026-04-09 15:21:16,113.18,0.05,5.66,Standard,5.99,7.95,121.46
31471,2119,2026-04-09 22:35:04,320.11,0.10,32.01,Standard,0.00,20.17,308.27
31472,2119,2026-04-21 19:53:08,397.67,0.10,39.77,Standard,0.00,25.05,382.95
31473,2119,2026-04-23 11:37:05,341.10,0.10,34.11,Two-Day,0.00,21.49,328.48
31474,2119,2026-05-05 21:07:26,164.73,0.10,16.47,Two-Day,0.00,10.38,158.64
31475,2119,2026-05-24 18:48:22,53.55,0.00,0.00,Standard,5.99,4.17,63.71
31476,2119,2026-05-29 19:10:37,468.65,0.10,46.87,Standard,0.00,29.52,451.30
31477,2119,2026-06-14 23:38:38,433.28,0.10,43.33,Next-Day,0.00,27.30,417.25
31478,2119,2026-07-05 22:18:11,51.74,0.00,0.00,Two-Day,12.99,4.53,69.26
31479,2119,2026-07-22 13:23:41,212.99,0.10,21.30,Standard,0.00,13.42,205.11
31480,2119,2026-07-25 10:50:41,314.72,0.10,31.47,Two-Day,0.00,19.83,303.08
31481,2119,2026-07-28 17:35:26,147.18,0.05,7.36,Standard,0.00,9.79,149.61
31482,2119,2026-08-02 05:00:21,73.40,0.20,14.68,Two-Day,12.99,5.02,76.73
31483,2119,2026-08-06 11:31:28,126.24,0.10,12.62,Standard,5.99,8.37,127.98
31484,2119,2026-08-08 19:35:52,654.16,0.20,130.83,Standard,0.00,36.63,559.96
31485,2119,2026-08-09 00:13:00,346.15,0.10,34.62,Two-Day,0.00,21.81,333.34
31486,2119,2026-09-01 10:09:20,281.06,0.10,28.11,Standard,0.00,17.71,270.66
31487,2119,2026-09-02 18:57:14,235.42,0.05,11.77,Standard,0.00,15.66,239.31
31488,2119,2026-09-03 18:22:52,113.18,0.05,5.66,Standard,5.99,7.95,121.46
31489,2120,2024-04-19 13:23:02,115.58,0.05,5.78,Two-Day,12.99,8.60,131.39
31490,2120,2024-04-26 17:10:22,472.02,0.10,47.20,Standard,0.00,29.74,454.56
31491,2120,2024-04-28 10:58:36,256.16,0.10,25.62,Standard,0.00,16.14,246.68
31492,2120,2024-05-05 10:22:54,442.42,0.10,44.24,Standard,0.00,27.87,426.05
31493,2120,2024-05-14 09:04:56,101.07,0.05,5.05,Standard,5.99,7.14,109.15
31494,2120,2024-06-10 09:04:31,234.41,0.05,11.72,Standard,0.00,15.59,238.28
31495,2120,2024-06-20 08:24:11,201.74,0.10,20.17,Standard,0.00,12.71,194.28
31496,2120,2024-06-24 13:15:11,646.41,0.15,96.96,Standard,0.00,38.46,587.91
31497,2120,2024-06-26 09:56:43,124.95,0.05,6.25,Standard,5.99,8.73,133.42
31498,2120,2024-08-04 10:39:43,53.06,0.00,0.00,Standard,5.99,4.13,63.18
31499,2120,2024-08-09 16:40:13,548.54,0.15,82.28,Next-Day,0.00,32.64,498.90
31500,2120,2024-08-18 17:43:58,122.21,0.10,12.22,Standard,5.99,8.12,124.10
31501,2120,2024-08-19 16:04:36,80.05,0.00,0.00,Standard,5.99,6.02,92.06
31502,2120,2024-08-24 21:05:53,461.01,0.10,46.10,Standard,0.00,29.04,443.95
31503,2120,2024-09-25 13:32:31,94.99,0.00,0.00,Standard,5.99,7.07,108.05
31504,2120,2024-10-06 10:25:11,498.67,0.10,49.87,Standard,0.00,31.42,480.22
31505,2120,2024-10-08 21:19:09,96.70,0.00,0.00,Standard,5.99,7.19,109.88
31506,2120,2024-12-23 12:25:31,412.46,0.10,41.25,Next-Day,0.00,25.98,397.19
31507,2120,2025-02-05 17:16:18,309.85,0.10,30.99,Standard,0.00,19.52,298.38
31508,2120,2025-02-09 14:09:30,482.95,0.10,48.30,Standard,0.00,30.43,465.08
31509,2120,2025-02-17 10:06:09,216.64,0.05,10.83,Standard,0.00,14.41,220.22
31510,2120,2025-03-20 23:48:46,476.47,0.10,47.65,Next-Day,0.00,30.02,458.84
31511,2120,2025-03-25 12:57:06,145.37,0.05,7.27,Standard,0.00,9.67,147.77
31512,2120,2025-04-06 14:42:09,310.87,0.10,31.09,Standard,0.00,19.58,299.36
31513,2120,2025-04-23 20:17:33,737.71,0.15,110.66,Standard,0.00,43.89,670.94
31514,2120,2025-05-05 18:55:34,504.41,0.15,75.66,Standard,0.00,30.01,458.76
31515,2120,2025-05-10 09:11:39,413.60,0.10,41.36,Standard,0.00,26.06,398.30
31516,2120,2025-05-10 08:28:59,377.52,0.10,37.75,Standard,0.00,23.78,363.55
31517,2120,2025-05-16 13:19:23,124.46,0.05,6.22,Standard,5.99,8.70,132.93
31518,2120,2025-06-07 19:30:36,167.10,0.05,8.36,Standard,0.00,11.11,169.85
31519,2120,2025-06-16 12:49:55,142.19,0.05,7.11,Two-Day,0.00,9.46,144.54
31520,2120,2025-06-26 17:00:06,137.21,0.05,6.86,Two-Day,0.00,9.12,139.47
31521,2120,2025-07-13 14:11:51,135.19,0.05,6.76,Standard,0.00,8.99,137.42
31522,2120,2025-08-29 09:48:36,397.69,0.10,39.77,Standard,0.00,25.05,382.97
31523,2120,2025-08-30 10:32:01,311.55,0.10,31.16,Two-Day,0.00,19.63,300.02
31524,2120,2025-09-08 08:08:31,721.89,0.15,108.28,Standard,0.00,42.95,656.56
31525,2120,2025-09-27 17:20:59,101.74,0.05,5.09,Standard,5.99,7.18,109.82
31526,2120,2025-09-28 17:16:50,241.08,0.05,12.05,Standard,0.00,16.03,245.06
31527,2120,2025-10-01 06:57:57,711.64,0.20,142.33,Two-Day,0.00,39.85,609.16
31528,2120,2025-10-28 16:36:28,97.80,0.00,0.00,Standard,5.99,7.27,111.06
31529,2120,2025-10-29 13:15:35,119.30,0.05,5.97,Standard,5.99,8.35,127.67
31530,2120,2025-12-29 16:04:15,294.16,0.10,29.42,Standard,0.00,18.53,283.27
31531,2120,2025-12-30 20:59:06,296.82,0.10,29.68,Standard,0.00,18.70,285.84
31532,2120,2026-01-06 11:07:11,639.98,0.15,96.00,Standard,0.00,38.08,582.06
31533,2120,2026-01-16 10:19:57,138.81,0.05,6.94,Standard,0.00,9.23,141.10
31534,2120,2026-02-09 09:34:50,154.88,0.10,15.49,Standard,0.00,9.76,149.15
31535,2120,2026-02-11 09:02:19,565.38,0.15,84.81,Standard,0.00,33.64,514.21
31536,2120,2026-02-21 12:01:54,238.20,0.05,11.91,Standard,0.00,15.84,242.13
31537,2120,2026-03-09 23:05:34,308.71,0.10,30.87,Two-Day,0.00,19.45,297.29
31538,2120,2026-03-13 12:39:10,223.36,0.05,11.17,Standard,0.00,14.85,227.04
31539,2120,2026-03-21 07:01:25,463.98,0.10,46.40,Two-Day,0.00,29.23,446.81
31540,2120,2026-03-29 09:05:47,392.81,0.10,39.28,Standard,0.00,24.75,378.28
31541,2120,2026-03-30 08:43:39,260.89,0.10,26.09,Standard,0.00,16.44,251.24
31542,2120,2026-04-01 15:15:04,101.74,0.05,5.09,Standard,5.99,7.18,109.82
31543,2120,2026-04-02 18:41:51,126.04,0.05,6.30,Standard,5.99,8.80,134.53
31544,2120,2026-04-04 17:57:10,237.06,0.20,47.41,Standard,0.00,13.28,202.93
31545,2120,2026-04-05 05:05:59,199.96,0.05,10.00,Standard,0.00,13.30,203.26
31546,2120,2026-04-12 22:44:45,127.09,0.20,25.42,Two-Day,12.99,8.03,122.69
31547,2120,2026-04-18 16:06:35,102.82,0.05,5.14,Standard,5.99,7.26,110.93
31548,2120,2026-04-25 16:49:24,112.64,0.20,22.53,Standard,5.99,6.73,102.83
31549,2120,2026-05-12 08:20:18,451.40,0.10,45.14,Standard,0.00,28.44,434.70
31550,2120,2026-05-20 10:57:52,313.35,0.10,31.34,Standard,0.00,19.74,301.75
31551,2120,2026-05-21 20:52:00,32.58,0.00,0.00,Standard,5.99,2.70,41.27
31552,2120,2026-05-22 14:27:41,96.75,0.00,0.00,Standard,5.99,7.19,109.93
31553,2120,2026-06-08 15:33:34,73.40,0.00,0.00,Standard,5.99,5.56,84.95
31554,2120,2026-06-21 19:31:10,503.77,0.15,75.57,Standard,0.00,29.97,458.17
31555,2120,2026-08-19 17:15:10,124.35,0.05,6.22,Standard,5.99,8.69,132.81
31556,2120,2026-08-31 10:52:29,403.82,0.10,40.38,Standard,0.00,25.44,388.88
31557,2120,2026-09-02 17:18:54,309.69,0.10,30.97,Standard,0.00,19.51,298.23
31558,2120,2026-09-04 20:01:06,100.88,0.05,5.04,Standard,5.99,7.13,108.96
31559,2121,2025-02-22 18:44:42,101.07,0.10,10.11,Standard,5.99,6.79,103.74
31560,2121,2025-04-20 04:51:20,371.58,0.20,74.32,Standard,0.00,20.81,318.07
31561,2121,2025-05-20 19:46:26,124.35,0.05,6.22,Standard,5.99,8.69,132.81
31562,2121,2025-06-07 20:31:14,386.16,0.10,38.62,Standard,0.00,24.33,371.87
31563,2121,2025-07-06 20:42:07,33.32,0.00,0.00,Standard,5.99,2.75,42.06
31564,2121,2025-07-20 14:10:07,335.89,0.10,33.59,Standard,0.00,21.16,323.46
31565,2121,2025-07-30 08:50:19,63.02,0.00,0.00,Standard,5.99,4.83,73.84
31566,2121,2025-09-04 18:05:38,637.78,0.15,95.67,Standard,0.00,37.95,580.06
31567,2121,2025-10-02 21:32:05,78.00,0.00,0.00,Standard,5.99,5.88,89.87
31568,2121,2025-10-09 18:44:47,244.50,0.05,12.23,Two-Day,0.00,16.26,248.53
31569,2121,2026-01-01 08:00:31,60.31,0.10,6.03,Standard,5.99,4.22,64.49
31570,2121,2026-01-05 10:29:00,238.71,0.05,11.94,Standard,0.00,15.87,242.64
31571,2121,2026-02-03 14:11:06,236.92,0.05,11.85,Standard,0.00,15.75,240.82
31572,2121,2026-02-21 06:20:13,566.97,0.15,85.05,Two-Day,0.00,33.73,515.65
31573,2121,2026-03-17 14:13:38,526.03,0.15,78.90,Standard,0.00,31.30,478.43
31574,2121,2026-03-18 18:42:09,385.04,0.10,38.50,Standard,0.00,24.26,370.80
31575,2121,2026-04-09 12:34:30,164.87,0.05,8.24,Standard,0.00,10.96,167.59
31576,2121,2026-04-30 14:17:22,324.98,0.10,32.50,Standard,0.00,20.47,312.95
31577,2121,2026-06-02 19:01:50,351.29,0.10,35.13,Standard,0.00,22.13,338.29
31578,2121,2026-06-05 16:28:52,32.58,0.00,0.00,Standard,5.99,2.70,41.27
31579,2121,2026-06-08 19:19:38,358.03,0.10,35.80,Standard,0.00,22.56,344.79
31580,2121,2026-06-11 21:12:09,126.23,0.05,6.31,Standard,5.99,8.81,134.72
31581,2121,2026-06-30 13:27:06,406.37,0.10,40.64,Standard,0.00,25.60,391.33
31582,2121,2026-07-01 14:55:08,244.56,0.10,24.46,Standard,0.00,15.41,235.51
31583,2121,2026-07-31 14:48:00,104.50,0.05,5.23,Next-Day,24.99,8.70,132.96
31584,2121,2026-08-23 10:18:51,436.04,0.10,43.60,Standard,0.00,27.47,419.91
31585,2121,2026-09-03 07:41:16,190.36,0.05,9.52,Standard,0.00,12.66,193.50
31586,2122,2024-11-16 00:54:47,504.45,0.15,75.67,Two-Day,0.00,30.01,458.79
31587,2122,2024-12-30 06:39:14,336.99,0.10,33.70,Standard,0.00,21.23,324.52
31588,2122,2025-05-22 14:38:28,213.98,0.05,10.70,Standard,0.00,14.23,217.51
31589,2122,2025-07-26 09:18:40,218.35,0.05,10.92,Standard,0.00,14.52,221.95
31590,2122,2025-09-11 11:57:56,41.32,0.00,0.00,Standard,5.99,3.31,50.62
31591,2122,2025-09-19 18:39:10,711.02,0.15,106.65,Standard,0.00,42.31,646.68
31592,2122,2026-02-26 17:42:35,495.31,0.10,49.53,Two-Day,0.00,31.20,476.98
31593,2122,2026-03-01 15:54:21,348.86,0.10,34.89,Standard,0.00,21.98,335.95
31594,2122,2026-04-20 21:32:02,320.02,0.10,32.00,Two-Day,0.00,20.16,308.18
31595,2122,2026-06-13 13:21:35,307.98,0.10,30.80,Standard,0.00,19.40,296.58
31596,2122,2026-07-21 20:02:59,124.95,0.05,6.25,Standard,5.99,8.73,133.42
31597,2122,2026-07-28 10:19:42,251.66,0.10,25.17,Two-Day,0.00,15.85,242.34
31598,2123,2025-12-28 18:35:10,231.29,0.05,11.56,Standard,0.00,15.38,235.11
31599,2123,2026-01-13 12:51:05,124.95,0.05,6.25,Standard,5.99,8.73,133.42
31600,2123,2026-01-30 17:02:25,189.10,0.05,9.46,Standard,0.00,12.57,192.21
31601,2123,2026-02-26 18:10:49,580.17,0.15,87.03,Standard,0.00,34.52,527.66
31602,2123,2026-06-21 19:24:52,201.70,0.05,10.09,Standard,0.00,13.41,205.02
31603,2123,2026-07-28 18:54:17,124.95,0.20,24.99,Standard,5.99,7.42,113.37
31604,2123,2026-08-23 18:46:54,115.58,0.10,11.56,Two-Day,12.99,8.19,125.20
31605,2124,2025-11-22 18:52:06,240.32,0.05,12.02,Standard,0.00,15.98,244.28
31606,2124,2025-12-03 22:10:10,197.95,0.05,9.90,Next-Day,0.00,13.16,201.21
31607,2124,2026-01-22 13:55:46,201.70,0.05,10.09,Standard,0.00,13.41,205.02
31608,2124,2026-02-18 17:13:59,536.07,0.15,80.41,Standard,0.00,31.90,487.56
31609,2124,2026-03-15 08:18:51,548.95,0.15,82.34,Two-Day,0.00,32.66,499.27
31610,2124,2026-05-24 13:48:13,245.74,0.10,24.57,Standard,0.00,15.48,236.65
31611,2124,2026-05-29 20:44:03,107.82,0.10,10.78,Standard,5.99,7.21,110.24
31612,2124,2026-07-11 14:07:18,531.29,0.15,79.69,Next-Day,0.00,31.61,483.21
31613,2124,2026-09-02 21:50:54,489.83,0.10,48.98,Standard,0.00,30.86,471.71
31614,2124,2026-09-05 16:59:05,120.62,0.05,6.03,Standard,5.99,8.44,129.02
31615,2125,2023-08-28 14:29:40,284.01,0.10,28.40,Standard,0.00,17.89,273.50
31616,2125,2023-08-30 20:21:32,116.62,0.05,5.83,Standard,5.99,8.17,124.95
31617,2125,2023-08-31 15:52:33,29.39,0.00,0.00,Standard,5.99,2.48,37.86
31618,2125,2023-09-19 07:23:31,182.80,0.05,9.14,Standard,0.00,12.16,185.82
31619,2125,2023-09-19 17:30:29,497.11,0.20,99.42,Two-Day,0.00,27.84,425.53
31620,2125,2023-10-05 17:05:44,245.74,0.05,12.29,Standard,0.00,16.34,249.79
31621,2125,2023-10-23 20:24:00,592.02,0.15,88.80,Standard,0.00,35.23,538.45
31622,2125,2023-10-30 19:18:04,565.29,0.15,84.79,Standard,0.00,33.64,514.14
31623,2125,2023-11-01 16:28:23,224.86,0.05,11.24,Standard,0.00,14.95,228.57
31624,2125,2023-12-07 12:58:29,411.04,0.10,41.10,Two-Day,0.00,25.90,395.84
31625,2125,2023-12-07 17:50:21,122.21,0.05,6.11,Two-Day,12.99,9.04,138.13
31626,2125,2023-12-14 17:02:32,104.50,0.05,5.23,Standard,5.99,7.37,112.63
31627,2125,2024-01-02 16:54:24,219.50,0.05,10.98,Standard,0.00,14.60,223.12
31628,2125,2024-01-17 12:10:27,432.13,0.10,43.21,Standard,0.00,27.22,416.14
31629,2125,2024-01-24 15:13:18,334.72,0.10,33.47,Standard,0.00,21.09,322.34
31630,2125,2024-01-25 19:57:33,238.71,0.10,23.87,Standard,0.00,15.04,229.88
31631,2125,2024-02-18 13:23:14,127.09,0.05,6.35,Two-Day,12.99,9.36,143.09
31632,2125,2024-02-20 10:58:26,88.17,0.10,8.82,Two-Day,12.99,6.46,98.80
31633,2125,2024-02-22 07:46:53,78.00,0.00,0.00,Standard,5.99,5.88,89.87
31634,2125,2024-04-05 20:30:00,39.28,0.00,0.00,Next-Day,24.99,4.50,68.77
31635,2125,2024-04-12 10:48:41,86.25,0.00,0.00,Standard,5.99,6.46,98.70
31636,2125,2024-04-25 20:06:15,78.00,0.10,7.80,Two-Day,12.99,5.82,89.01
31637,2125,2024-04-27 06:45:03,340.73,0.10,34.07,Standard,0.00,21.47,328.13
31638,2125,2024-05-10 13:55:12,417.46,0.10,41.75,Standard,0.00,26.30,402.01
31639,2125,2024-05-12 00:09:54,36.22,0.00,0.00,Standard,5.99,2.95,45.16
31640,2125,2024-05-30 08:13:56,122.59,0.05,6.13,Standard,5.99,8.57,131.02
31641,2125,2024-06-05 10:21:06,139.25,0.05,6.96,Standard,0.00,9.26,141.55
31642,2125,2024-06-07 12:08:15,29.39,0.00,0.00,Standard,5.99,2.48,37.86
31643,2125,2024-06-08 20:40:47,270.57,0.10,27.06,Standard,0.00,17.05,260.56
31644,2125,2024-06-15 19:15:27,70.70,0.10,7.07,Standard,5.99,4.87,74.49
31645,2125,2024-07-12 15:19:45,238.71,0.05,11.94,Standard,0.00,15.87,242.64
31646,2125,2024-08-14 17:35:05,223.35,0.10,22.34,Standard,0.00,14.07,215.08
31647,2125,2024-08-17 03:40:53,202.61,0.20,40.52,Standard,0.00,11.35,173.44
31648,2125,2024-08-21 09:02:27,144.92,0.05,7.25,Standard,0.00,9.64,147.31
31649,2125,2024-09-02 17:27:02,439.87,0.10,43.99,Standard,0.00,27.71,423.59
31650,2125,2024-09-26 12:27:07,180.85,0.05,9.04,Standard,0.00,12.03,183.84
31651,2125,2024-09-30 18:10:23,545.23,0.15,81.78,Two-Day,0.00,32.44,495.89
31652,2125,2024-10-12 12:35:16,507.27,0.15,76.09,Standard,0.00,30.18,461.36
31653,2125,2024-11-03 11:07:37,494.21,0.10,49.42,Standard,0.00,31.14,475.93
31654,2125,2024-11-06 21:50:11,516.92,0.15,77.54,Standard,0.00,30.76,470.14
31655,2125,2024-11-10 12:53:23,474.92,0.10,47.49,Standard,0.00,29.92,457.35
31656,2125,2024-11-16 20:03:15,379.46,0.10,37.95,Standard,0.00,23.91,365.42
31657,2125,2024-12-12 16:19:15,373.55,0.10,37.36,Two-Day,0.00,23.53,359.72
31658,2125,2025-01-10 22:07:51,44.40,0.10,4.44,Standard,5.99,3.22,49.17
31659,2125,2025-01-22 23:20:18,102.82,0.05,5.14,Standard,5.99,7.26,110.93
31660,2125,2025-01-23 17:31:55,342.17,0.10,34.22,Two-Day,0.00,21.56,329.51
31661,2125,2025-01-28 17:36:43,362.16,0.10,36.22,Standard,0.00,22.82,348.76
31662,2125,2025-01-28 03:22:42,120.62,0.05,6.03,Standard,5.99,8.44,129.02
31663,2125,2025-02-19 20:19:40,507.07,0.15,76.06,Two-Day,0.00,30.17,461.18
31664,2125,2025-02-24 13:59:26,338.93,0.10,33.89,Standard,0.00,21.35,326.39
31665,2125,2025-03-22 06:35:11,399.90,0.10,39.99,Standard,0.00,25.19,385.10
31666,2125,2025-04-29 21:49:02,124.46,0.05,6.22,Two-Day,12.99,9.19,140.42
31667,2125,2025-05-26 08:39:44,116.62,0.05,5.83,Standard,5.99,8.17,124.95
31668,2125,2025-06-23 19:45:34,69.17,0.00,0.00,Standard,5.99,5.26,80.42
31669,2125,2025-06-28 16:18:11,225.53,0.10,22.55,Standard,0.00,14.21,217.19
31670,2125,2025-07-10 17:52:21,315.56,0.10,31.56,Standard,0.00,19.88,303.88
31671,2125,2025-08-02 14:04:31,364.02,0.10,36.40,Standard,0.00,22.93,350.55
31672,2125,2025-08-08 10:36:42,317.22,0.10,31.72,Standard,0.00,19.99,305.49
31673,2125,2025-08-29 09:12:17,35.60,0.00,0.00,Standard,5.99,2.91,44.50
31674,2125,2025-08-29 02:27:09,119.30,0.05,5.97,Standard,5.99,8.35,127.67
31675,2125,2025-09-07 20:15:08,209.60,0.10,20.96,Standard,0.00,13.20,201.84
31676,2125,2025-09-11 08:57:50,28.75,0.00,0.00,Standard,5.99,2.43,37.17
31677,2125,2025-09-14 12:10:05,268.05,0.10,26.81,Two-Day,0.00,16.89,258.13
31678,2125,2025-10-04 13:17:01,181.35,0.05,9.07,Standard,0.00,12.06,184.34
31679,2125,2025-10-28 12:38:09,214.99,0.05,10.75,Standard,0.00,14.30,218.54
31680,2125,2025-11-15 14:13:01,736.74,0.15,110.51,Standard,0.00,43.84,670.07
31681,2125,2025-11-22 18:17:28,238.23,0.05,11.91,Standard,0.00,15.84,242.16
31682,2125,2025-12-19 15:41:19,135.02,0.05,6.75,Two-Day,0.00,8.98,137.25
31683,2125,2025-12-21 20:57:24,207.94,0.05,10.40,Standard,0.00,13.83,211.37
31684,2125,2025-12-23 19:00:25,304.05,0.10,30.41,Standard,0.00,19.15,292.79
31685,2125,2025-12-26 18:25:11,42.50,0.00,0.00,Two-Day,12.99,3.88,59.37
31686,2125,2025-12-31 10:58:36,298.55,0.10,29.86,Two-Day,0.00,18.81,287.50
31687,2125,2026-02-17 13:17:23,629.68,0.15,94.45,Standard,0.00,37.47,572.70
31688,2125,2026-02-23 09:32:59,182.28,0.05,9.11,Standard,0.00,12.12,185.29
31689,2125,2026-02-23 13:37:41,587.06,0.20,117.41,Standard,0.00,32.88,502.53
31690,2125,2026-02-25 07:24:34,421.58,0.10,42.16,Next-Day,0.00,26.56,405.98
31691,2125,2026-02-27 10:25:11,127.09,0.10,12.71,Standard,5.99,8.43,128.80
31692,2125,2026-03-08 22:45:34,251.66,0.10,25.17,Standard,0.00,15.85,242.34
31693,2125,2026-03-25 09:26:42,216.64,0.05,10.83,Standard,0.00,14.41,220.22
31694,2125,2026-03-26 22:41:48,512.62,0.15,76.89,Standard,0.00,30.50,466.23
31695,2125,2026-04-06 18:57:51,768.86,0.15,115.33,Standard,0.00,45.75,699.28
31696,2125,2026-04-08 09:45:03,308.03,0.10,30.80,Standard,0.00,19.41,296.64
31697,2125,2026-04-12 21:09:03,237.79,0.05,11.89,Standard,0.00,15.81,241.71
31698,2125,2026-04-13 11:22:30,144.92,0.10,14.49,Standard,0.00,9.13,139.56
31699,2125,2026-04-21 19:03:18,159.12,0.10,15.91,Standard,0.00,10.02,153.23
31700,2125,2026-05-07 18:14:16,281.33,0.10,28.13,Standard,0.00,17.72,270.92
31701,2125,2026-05-15 11:06:13,525.75,0.15,78.86,Two-Day,0.00,31.28,478.17
31702,2125,2026-05-24 18:30:57,727.46,0.15,109.12,Standard,0.00,43.28,661.62
31703,2125,2026-05-29 12:50:13,303.32,0.10,30.33,Standard,0.00,19.11,292.10
31704,2125,2026-06-01 22:50:01,822.39,0.15,123.36,Standard,0.00,48.93,747.96
31705,2125,2026-06-14 14:20:52,762.76,0.15,114.41,Standard,0.00,45.38,693.73
31706,2125,2026-06-26 23:58:50,156.79,0.05,7.84,Standard,0.00,10.43,159.38
31707,2125,2026-06-28 13:16:42,420.27,0.10,42.03,Standard,0.00,26.48,404.72
31708,2125,2026-07-04 17:13:17,98.18,0.20,19.64,Standard,5.99,5.92,90.45
31709,2125,2026-07-11 22:46:48,100.76,0.20,20.15,Standard,5.99,6.06,92.66
31710,2125,2026-07-16 12:56:30,57.50,0.10,5.75,Standard,5.99,4.04,61.78
31711,2125,2026-07-23 10:04:22,370.47,0.10,37.05,Standard,0.00,23.34,356.76
31712,2125,2026-07-30 18:06:06,29.25,0.00,0.00,Standard,5.99,2.47,37.71
31713,2125,2026-08-08 09:15:48,396.29,0.10,39.63,Standard,0.00,24.97,381.63
31714,2125,2026-08-15 19:09:51,79.40,0.10,7.94,Two-Day,12.99,5.91,90.36
31715,2126,2026-05-30 10:01:18,216.64,0.05,10.83,Standard,0.00,14.41,220.22
31716,2127,2023-12-29 19:26:01,528.02,0.15,79.20,Standard,0.00,31.42,480.24
31717,2127,2024-03-11 17:09:10,313.35,0.10,31.34,Standard,0.00,19.74,301.75
31718,2127,2024-05-23 11:18:31,202.61,0.05,10.13,Standard,0.00,13.47,205.95
31719,2127,2024-05-25 19:39:05,91.14,0.10,9.11,Two-Day,12.99,6.65,101.67
31720,2127,2025-05-30 11:10:31,124.95,0.05,6.25,Next-Day,24.99,10.06,153.75
31721,2127,2025-10-09 21:12:48,139.18,0.10,13.92,Standard,0.00,8.77,134.03
